entry_id,hospital_name,hospital_lat,hospital_lng,speciality,general_beds,icu_beds,ventilators,ambulance_type_needed,symptom,severity,traffic_level,waiting_time_min
233,Rajawadi Hospital,19.22650958397725,72.75167000314055,Burns,82,39,14,ALS,high blood pressure,moderate,Low,78
234,Nair Hospital,19.115823014674145,72.95559675484957,General Medicine,56,40,6,BLS,headache,mild,Low,36
235,Shivaji Park Hospital,19.19497023174142,72.79582345665459,Burns,2,25,18,Cardiac,breathing difficulty,severe,High,89
236,Sushrut Hospital,18.895501138179977,72.87471923939971,Cardiology,131,32,20,BLS,dizziness,mild,High,104
237,Nanavati Max Hospital,19.23385780536894,72.98373788182488,General Medicine,38,39,14,ALS,breathing difficulty,severe,Moderate,89
238,Wockhardt Hospital Mumbai Central,19.067785608556555,72.89164159073164,General Medicine,2,1,8,ICU,fracture,moderate,Low,35
239,Reliance Hospital,19.028889307654023,72.91012205849916,Pediatrics,67,32,20,Cardiac,vomiting,moderate,Low,59
240,Saifee Hospital,19.249410502644288,72.85371745329849,Neurology,10,50,15,ICU,breathing difficulty,severe,High,24
241,Global Hospital Parel,18.978923919576907,72.87110444498008,Cardiology,24,5,1,BLS,unconscious,severe,Low,52
242,Rajawadi Hospital,19.0612103923841,72.90244248971067,Cardiology,15,30,4,ALS,dizziness,mild,Moderate,119
243,Terna Hospital,18.93691281057257,72.79540743931221,Orthopedics,98,43,0,ALS,fracture,moderate,High,31
244,Breach Candy Hospital,19.265301476360605,72.94908902990842,Gynecology,100,32,4,BLS,fracture,moderate,Moderate,35
245,Wockhardt Hospital Mumbai Central,19.225558699773455,72.91478051673472,Gynecology,67,33,10,Cardiac,dizziness,mild,High,54
246,Reliance Hospital,18.960892638188497,72.87640608212669,Pediatrics,79,20,11,Cardiac,burn injury,moderate,Moderate,67
247,Hinduja Hospital Mahim,19.078811085197895,72.93869702211607,Cardiology,64,25,0,BLS,headache,mild,Moderate,57
248,SevenHills Hospital,18.9520676720478,72.89200441837568,General Medicine,97,23,8,ICU,burn injury,moderate,Low,54
249,Nanavati Max Hospital,19.046054011915597,72.88504068198279,Pediatrics,147,43,16,ALS,fracture,moderate,High,64
250,Tata Memorial Hospital,19.04863188818594,72.87234741835344,Cardiology,93,2,19,Cardiac,vomiting,moderate,Moderate,83
251,Jaslok Hospital,19.080666182504597,72.857863731926,General Medicine,102,3,15,ICU,headache,mild,High,100
252,Shushrusha Hospital,19.209695158739954,72.77577030262367,Trauma,8,30,8,ICU,vomiting,moderate,Low,45
253,Hinduja Hospital Mahim,19.22612153727928,72.87459120613146,Gynecology,65,50,13,BLS,burn injury,moderate,Low,98
254,Wockhardt Hospital Mumbai Central,18.934228943037457,72.85970665425562,General Medicine,146,44,12,ALS,headache,mild,Low,8
255,Sion Hospital,19.090641620165783,72.92266076765195,Pulmonology,4,50,6,ALS,bleeding,severe,Low,33
256,Terna Hospital,18.994806682520874,72.90114723019904,Orthopedics,87,50,19,ICU,breathing difficulty,severe,Low,70
257,CritiCare Hospital,19.13861041217657,72.98711147174731,Neurology,89,2,17,ICU,breathing difficulty,severe,Low,89
258,Hiranandani Hospital Powai,18.96588216192463,72.82123383260166,Cardiology,77,8,5,ICU,dizziness,mild,High,66
259,SRV Hospital Goregaon,18.949954695071302,72.76793373107381,Pediatrics,16,30,4,Cardiac,breathing difficulty,severe,Moderate,13
260,Tata Memorial Hospital,19.1204615214896,72.76364899282498,Orthopedics,112,4,8,Cardiac,fever,mild,High,9
261,Dr. LH Hiranandani Hospital,19.09410821051803,72.75166752567132,Orthopedics,116,40,19,Cardiac,bleeding,severe,High,31
262,Lilavati Hospital,19.174202119535998,72.9834798523238,Burns,16,11,5,Cardiac,breathing difficulty,severe,Low,118
263,Reliance Hospital,19.088593497034722,72.82128615230552,Neurology,1,34,12,Cardiac,dizziness,mild,High,62
264,Breach Candy Hospital,19.123398475324997,72.98849495483068,Pediatrics,21,29,18,BLS,dizziness,mild,Low,22
265,Tata Memorial Hospital,19.04526349250747,72.86493812360241,General Medicine,123,16,17,Cardiac,vomiting,moderate,High,93
266,Hinduja Hospital Mahim,19.0417610937432,72.89015334585054,Pediatrics,16,0,7,BLS,bleeding,severe,Low,41
267,Shushrusha Hospital,19.24996489516365,72.869698431372,Neurology,140,47,10,ALS,breathing difficulty,severe,High,78
268,CritiCare Hospital,19.190882285547932,72.93404506619638,Pediatrics,108,44,2,Cardiac,fracture,moderate,High,47
269,Jaslok Hospital,18.961354012184817,72.9372409409216,General Medicine,99,11,8,Cardiac,high blood pressure,moderate,Low,40
270,Saifee Hospital,19.148429116507156,72.88087045865512,Burns,138,18,12,BLS,fracture,moderate,Low,70
271,Sion Hospital,19.141866753849587,72.81809900247698,Trauma,136,2,20,BLS,high blood pressure,moderate,Low,92
272,Global Hospital Parel,19.025002398539424,72.804386439004,Cardiology,134,9,5,Cardiac,unconscious,severe,High,98
273,Global Hospital Parel,19.22990055448733,72.75131606267499,Pediatrics,1,20,16,ALS,fever,mild,Moderate,56
274,Hiranandani Hospital Powai,19.224452520528402,72.91897431189618,Neurology,33,13,5,ICU,dizziness,mild,Moderate,23
275,CritiCare Hospital,18.983952115677738,72.90771973519601,General Medicine,47,41,13,ICU,high blood pressure,moderate,High,18
276,KEM Hospital,18.990811182900845,72.87451335519977,Pulmonology,96,11,7,Cardiac,fracture,moderate,Low,66
277,Cooper Hospital,19.169188014515402,72.81583455707896,Trauma,49,12,7,ICU,breathing difficulty,severe,High,95
278,Global Hospital Parel,19.275191500226683,72.85777655640346,Pulmonology,16,41,13,BLS,bleeding,severe,High,48
279,Sushrut Hospital,19.14632443725347,72.9262095051898,General Medicine,132,41,9,ICU,chest pain,severe,Low,114
280,Hinduja Hospital Mahim,19.062631337738296,72.82817573938927,General Medicine,15,13,6,Cardiac,high blood pressure,moderate,Moderate,95
281,Terna Hospital,19.067888876148068,72.93975148000169,Orthopedics,147,24,8,Cardiac,vomiting,moderate,Moderate,104
282,KEM Hospital,19.219342528235444,72.82186768949155,Cardiology,149,36,6,ALS,fracture,moderate,Low,21
283,Rajawadi Hospital,19.1847486216807,72.95587891442263,Trauma,81,21,0,Cardiac,fracture,moderate,High,57
284,Terna Hospital,19.123959523509207,72.95692067653792,Pediatrics,53,37,12,ALS,unconscious,severe,Moderate,13
285,Fortis Hospital Mulund,19.093699131704074,72.90473770994824,Cardiology,141,13,1,ALS,fever,mild,High,59
286,Sushrut Hospital,18.881003967247192,72.86032204348743,Cardiology,125,35,11,Cardiac,fever,mild,Low,69
287,Shivaji Park Hospital,19.192159634750375,72.90843081183826,Pulmonology,35,16,19,ALS,chest pain,severe,High,67
288,Bhaktivedanta Hospital,19.258900010858863,72.77240711984685,Gynecology,47,48,9,ALS,unconscious,severe,Moderate,46
289,Kokilaben Dhirubhai Ambani Hospital,19.051216738937224,72.94284097690476,General Medicine,46,40,14,BLS,breathing difficulty,severe,Low,105
290,Tata Memorial Hospital,19.124749302792438,72.93967992343195,Gynecology,3,11,8,Cardiac,unconscious,severe,Low,24
291,KEM Hospital,19.156604858130205,72.88111865319576,Neurology,104,3,2,BLS,chest pain,severe,Low,21
292,Saifee Hospital,19.261743377446773,72.797021554103,Neurology,127,50,3,ALS,fracture,moderate,Low,75
293,Saifee Hospital,19.232059199450536,72.93053068550478,Pediatrics,123,12,11,ALS,unconscious,severe,Moderate,28
294,Bhaktivedanta Hospital,19.165837810565552,72.86604026012101,General Medicine,22,43,8,BLS,chest pain,severe,Moderate,120
295,Hiranandani Hospital Powai,18.947394017059743,72.91345172998943,Pediatrics,146,18,0,BLS,breathing difficulty,severe,Moderate,51
296,Lilavati Hospital,19.10508969640934,72.94113244750383,Trauma,16,30,8,ALS,unconscious,severe,High,30
297,Kokilaben Dhirubhai Ambani Hospital,19.177364210715478,72.88504018895085,General Medicine,82,34,12,ALS,fever,mild,Low,110
298,Jaslok Hospital,19.265627032680726,72.81529034132943,Pulmonology,24,48,9,ALS,unconscious,severe,High,95
299,Tata Memorial Hospital,19.03594522331501,72.88911574986929,Burns,49,3,6,ALS,unconscious,severe,Moderate,42
300,Breach Candy Hospital,19.218174102792833,72.90490912120246,Cardiology,131,23,14,Cardiac,unconscious,severe,Moderate,66
301,SL Raheja Hospital,19.127196411119808,72.97605341909613,Neurology,118,49,9,BLS,headache,mild,Moderate,64
302,KEM Hospital,19.123240980791646,72.77613483134078,Neurology,15,7,3,BLS,fever,mild,Moderate,97
303,Hinduja Hospital Mahim,19.215207107236385,72.84803613726729,Pediatrics,34,48,6,Cardiac,breathing difficulty,severe,Moderate,79
304,Nanavati Max Hospital,18.93729444237799,72.87622893971451,General Medicine,10,3,14,ALS,breathing difficulty,severe,High,99
305,Cooper Hospital,18.89638608526379,72.92311275328798,General Medicine,41,3,10,ALS,breathing difficulty,severe,High,64
306,Nair Hospital,18.98932613211278,72.9777605086905,Gynecology,114,11,13,ALS,high blood pressure,moderate,Low,15
307,Cooper Hospital,19.051172383720882,72.82376931757315,Cardiology,17,40,8,ICU,high blood pressure,moderate,Low,66
308,Shushrusha Hospital,18.918916885122623,72.95789993821707,Burns,29,18,17,Cardiac,burn injury,moderate,High,111
309,Breach Candy Hospital,19.10333836313312,72.91698021074876,Pulmonology,137,41,10,ICU,fracture,moderate,Moderate,96
310,KEM Hospital,19.206175843719937,72.82841188883796,Cardiology,29,48,1,Cardiac,dizziness,mild,Low,28
311,KEM Hospital,19.110477565944876,72.90083739856505,Pulmonology,114,17,0,ICU,fracture,moderate,Low,27
312,Fortis Hospital Mulund,18.956705618823193,72.75399258178872,General Medicine,115,27,18,BLS,fever,mild,Low,80
313,Dr. LH Hiranandani Hospital,18.949333765418324,72.92665533940416,General Medicine,30,6,1,BLS,chest pain,severe,High,37
314,Wockhardt Hospital Mumbai Central,18.94632471491703,72.75592229573644,Pediatrics,138,28,15,Cardiac,burn injury,moderate,High,57
315,Cooper Hospital,19.20912362669057,72.84631494651815,Trauma,141,48,7,BLS,unconscious,severe,High,11
316,Shushrusha Hospital,19.2804203367188,72.93729546085667,Neurology,91,50,15,ALS,bleeding,severe,Moderate,26
317,Nanavati Max Hospital,19.170486935027665,72.86689103138053,Pulmonology,63,38,5,ALS,vomiting,moderate,Low,10
318,Hinduja Hospital Mahim,19.09397257376951,72.80401668986795,Trauma,127,41,11,Cardiac,vomiting,moderate,Low,8
319,Hiranandani Hospital Powai,18.903647153740206,72.96988242390866,Pediatrics,25,30,9,BLS,chest pain,severe,Low,94
320,Bombay Hospital,18.937591129095807,72.80139248278385,Orthopedics,35,35,14,ALS,high blood pressure,moderate,High,14
321,Global Hospital Parel,19.17660039430931,72.92797726105091,Orthopedics,89,1,10,BLS,fracture,moderate,Low,25
322,Tata Memorial Hospital,18.986164160733846,72.88315797829763,General Medicine,108,16,2,Cardiac,headache,mild,High,100
323,Lilavati Hospital,18.98394478125197,72.91450179850946,Pediatrics,76,10,9,BLS,chest pain,severe,High,29
324,Shivaji Park Hospital,19.25686170208974,72.98755978566908,Trauma,126,8,4,Cardiac,high blood pressure,moderate,Moderate,58
325,Hinduja Hospital Mahim,19.24557235497209,72.7531695034301,General Medicine,125,6,19,BLS,chest pain,severe,Moderate,84
326,Cooper Hospital,18.898030311628784,72.79281216548351,Trauma,138,26,12,Cardiac,fracture,moderate,High,45
327,Sushrut Hospital,19.03592743059067,72.92036268503277,Cardiology,142,17,18,BLS,chest pain,severe,Low,32
328,Fortis Hospital Mulund,19.013217909654493,72.76073179818117,Burns,128,8,19,BLS,bleeding,severe,High,28
329,Sion Hospital,18.971193540025,72.75146696267609,Pulmonology,59,44,20,Cardiac,chest pain,severe,Moderate,77
330,Breach Candy Hospital,19.06882794052258,72.88368691172128,Burns,133,26,8,Cardiac,chest pain,severe,Low,5
331,SRV Hospital Goregaon,19.18532214164392,72.81922377829493,Pediatrics,88,1,13,BLS,fever,mild,Moderate,39
332,Sushrut Hospital,19.03099452118363,72.88851790587022,Burns,115,40,19,ICU,unconscious,severe,High,93
333,Holy Spirit Hospital,18.93276048236519,72.93680675400063,Burns,114,30,16,Cardiac,fever,mild,Low,28
334,KEM Hospital,19.167346758066866,72.9722084317742,Neurology,149,8,2,ALS,chest pain,severe,Low,46
335,Bhaktivedanta Hospital,18.917854190278007,72.96154701505762,Gynecology,31,20,7,Cardiac,unconscious,severe,Low,43
336,Sushrut Hospital,19.28752088222233,72.90117919888478,Cardiology,37,21,8,Cardiac,high blood pressure,moderate,Low,66
337,Saifee Hospital,19.187219993667355,72.88971836175239,Trauma,114,14,19,Cardiac,fever,mild,High,55
338,Terna Hospital,18.975651576430867,72.75662928581824,Pulmonology,140,44,11,ALS,fracture,moderate,Low,39
339,Saifee Hospital,19.119984625374457,72.93849843765389,General Medicine,86,7,18,ALS,unconscious,severe,Low,67
340,Sushrut Hospital,19.04855875390586,72.77540256564438,Trauma,8,12,9,ALS,burn injury,moderate,High,57
341,Terna Hospital,19.23225797690232,72.91941757242823,Gynecology,37,19,18,BLS,breathing difficulty,severe,High,61
342,Sion Hospital,19.0881349796838,72.81686185436807,Neurology,143,19,11,ALS,fever,mild,Low,76
343,Rajawadi Hospital,19.269714339828408,72.78343453141554,Orthopedics,9,38,20,ICU,dizziness,mild,Low,29
344,KEM Hospital,18.88149516748441,72.87320916654312,Neurology,16,14,2,BLS,fracture,moderate,Moderate,99
345,Bhaktivedanta Hospital,19.271551159541513,72.76347300536109,Burns,136,21,20,BLS,dizziness,mild,Moderate,116
346,Nair Hospital,18.91247332940519,72.93627234281479,Orthopedics,2,18,5,ALS,burn injury,moderate,High,23
347,Holy Spirit Hospital,19.071874782214294,72.80641255136986,Trauma,16,14,14,Cardiac,high blood pressure,moderate,Low,65
348,SL Raheja Hospital,19.14816094932708,72.80603715713528,Trauma,100,6,8,ICU,headache,mild,Moderate,75
349,Hinduja Hospital Mahim,19.026543582039828,72.97156841232163,Orthopedics,65,43,2,ALS,fracture,moderate,Moderate,89
350,Wockhardt Hospital Mumbai Central,18.881760017547876,72.97936852918711,Pediatrics,59,44,19,ICU,high blood pressure,moderate,High,119
351,CritiCare Hospital,19.206815297129584,72.77605452289943,Gynecology,82,1,16,Cardiac,vomiting,moderate,High,74
352,SevenHills Hospital,19.207280121063068,72.8984193901734,Burns,14,40,17,ALS,bleeding,severe,Low,70
353,Fortis Hospital Mulund,18.96469631391529,72.87825242703984,Trauma,139,18,6,ALS,chest pain,severe,Moderate,38
354,SevenHills Hospital,19.17080230451921,72.93552930456659,Orthopedics,131,19,13,ICU,vomiting,moderate,High,90
355,Sushrut Hospital,19.165934404355188,72.76439553732126,Neurology,78,11,13,ICU,high blood pressure,moderate,Moderate,37
356,Bhaktivedanta Hospital,19.20770605893764,72.86227648445261,Trauma,45,48,15,ICU,fever,mild,Moderate,17
357,Shivaji Park Hospital,19.091179984172747,72.9483646528794,Neurology,47,35,0,BLS,fracture,moderate,Low,49
358,SL Raheja Hospital,19.11171259283944,72.84225618733608,Neurology,46,2,4,Cardiac,high blood pressure,moderate,High,37
359,Reliance Hospital,18.924189479099628,72.88901567088213,Neurology,148,45,2,Cardiac,dizziness,mild,High,21
360,Sion Hospital,19.184554566128565,72.7537027444583,General Medicine,8,47,10,BLS,fever,mild,High,83
361,SevenHills Hospital,19.177363438587594,72.79678937772701,General Medicine,17,46,4,BLS,breathing difficulty,severe,Low,20
362,Cooper Hospital,19.017342376307184,72.9803748750619,Neurology,54,26,0,ICU,breathing difficulty,severe,Moderate,45
363,Rajawadi Hospital,19.247563209439274,72.83845920815143,Trauma,147,8,10,ICU,high blood pressure,moderate,High,114
364,Cooper Hospital,18.942966507575903,72.80777466546418,General Medicine,120,50,7,BLS,chest pain,severe,Moderate,65
365,KEM Hospital,19.24187112466762,72.78357361685785,Cardiology,147,13,13,BLS,bleeding,severe,Moderate,23
366,Nanavati Max Hospital,19.172959490512124,72.96073167809868,Pediatrics,119,20,19,ICU,unconscious,severe,Moderate,25
367,SevenHills Hospital,19.066439516060928,72.76030059416134,Pulmonology,92,36,2,BLS,vomiting,moderate,Low,26
368,Shushrusha Hospital,19.110931659501077,72.84290857945635,Trauma,135,28,10,BLS,breathing difficulty,severe,High,40
369,Breach Candy Hospital,19.241836544754683,72.76934080661034,Pulmonology,50,29,2,ICU,unconscious,severe,High,41
370,SL Raheja Hospital,19.02891475643926,72.80181455645881,Burns,4,9,0,Cardiac,high blood pressure,moderate,Moderate,86
371,Nair Hospital,18.971830502145732,72.80865074608833,Pulmonology,17,42,3,BLS,burn injury,moderate,High,77
372,Tata Memorial Hospital,19.089667183153974,72.87163136363213,Pulmonology,93,35,2,ALS,headache,mild,Low,16
373,Lilavati Hospital,19.073214663960332,72.92614206369564,Trauma,87,17,0,BLS,headache,mild,High,42
374,Nanavati Max Hospital,19.111936449442375,72.84691395493545,Burns,19,26,19,ALS,vomiting,moderate,High,102
375,Sushrut Hospital,19.285161188439297,72.82637636483648,Trauma,27,24,16,Cardiac,vomiting,moderate,High,11
376,Sushrut Hospital,18.973478641575163,72.82791471826995,Neurology,4,2,4,ICU,unconscious,severe,Moderate,104
377,Rajawadi Hospital,19.286326229425487,72.86275374929406,Trauma,56,20,9,ALS,chest pain,severe,High,111
378,Shivaji Park Hospital,19.041441288857087,72.88824159701187,Orthopedics,4,5,18,Cardiac,fracture,moderate,High,5
379,Jaslok Hospital,18.964556722937985,72.9043036540174,Burns,116,50,10,Cardiac,dizziness,mild,Moderate,101
380,Lilavati Hospital,19.039136820265295,72.87434143743168,Orthopedics,134,12,5,BLS,dizziness,mild,High,92
381,SRV Hospital Goregaon,19.005094906348535,72.87881113596647,Pediatrics,77,34,20,BLS,headache,mild,Moderate,34
382,Kokilaben Dhirubhai Ambani Hospital,19.27204419725896,72.80704894487886,Cardiology,49,7,20,ICU,fracture,moderate,Moderate,74
383,Jaslok Hospital,18.926804871919277,72.85436220575524,Orthopedics,73,17,10,ALS,fracture,moderate,High,20
384,CritiCare Hospital,19.239978836096835,72.76248945563533,Gynecology,17,47,12,ICU,headache,mild,High,89
385,SRV Hospital Goregaon,19.203018927853975,72.96368335692152,Orthopedics,64,17,5,ALS,high blood pressure,moderate,High,107
386,SRV Hospital Goregaon,19.117028915220637,72.807178925059,Burns,36,44,8,ICU,fracture,moderate,Low,88
387,Saifee Hospital,19.275881015337845,72.83419284536804,Orthopedics,81,50,18,BLS,dizziness,mild,High,51
388,Holy Spirit Hospital,19.036845812304172,72.92565802028139,Trauma,143,13,5,ICU,chest pain,severe,High,73
389,Shivaji Park Hospital,18.90757164106641,72.98428131444959,Pulmonology,50,0,4,Cardiac,bleeding,severe,High,22
390,Fortis Hospital Mulund,18.962361662854768,72.95026920307936,Gynecology,52,18,14,ICU,bleeding,severe,High,8
391,SRV Hospital Goregaon,19.091619185622864,72.85428676061858,General Medicine,126,22,13,ICU,fever,mild,Moderate,56
392,SRV Hospital Goregaon,19.190809899527032,72.96830548203575,Pediatrics,80,50,3,ALS,vomiting,moderate,High,96
393,Jaslok Hospital,18.898870885635894,72.95482397246694,General Medicine,68,21,17,ICU,fever,mild,Low,42
394,Bombay Hospital,19.13750508462303,72.80540598067203,Gynecology,91,49,14,ICU,vomiting,moderate,High,81
395,Lilavati Hospital,19.242837354353313,72.93748204248638,Neurology,64,48,8,ICU,breathing difficulty,severe,High,92
396,Terna Hospital,19.121985473730692,72.93015712861332,Pediatrics,110,30,11,BLS,burn injury,moderate,High,72
397,CritiCare Hospital,18.895259304873623,72.98542521199236,Orthopedics,145,1,9,Cardiac,bleeding,severe,Low,79
398,Fortis Hospital Mulund,18.981543610898512,72.95339733227462,Trauma,126,47,10,Cardiac,fever,mild,Moderate,63
